0,1,2,3
tata-large-cap-fund-direct-growth,Mosaic Company Ltd.,Chemicals,7.2
tata-large-cap-fund-direct-growth,Deere & Company Ltd. (USA),Automobile,5.6
tata-large-cap-fund-direct-growth,Sociedad Quimica y Minera de Chile SA,Chemicals,4.5
tata-large-cap-fund-direct-growth,Tyson Foods,Consumer Staples,4.4
tata-large-cap-fund-direct-growth,Ingredion INC (USA),Consumer Staples,4.3
axis-long-term-equity-fund-direct-growth,Nutrien Ltd.,Chemicals,10.0
axis-long-term-equity-fund-direct-growth,CF Industries Holdings Inc (US),Chemicals,9.3
axis-long-term-equity-fund-direct-growth,Israel Chemicals (Foreign),Chemicals,7.4
axis-long-term-equity-fund-direct-growth,Bunge Ltd. (US),Consumer Staples,7.4
axis-long-term-equity-fund-direct-growth,Archer Daniels Midland Co. Ltd. (Chicago),Consumer Staples,7.4
axis-long-term-equity-fund-direct-growth,Mosaic Company Ltd.,Chemicals,7.2
axis-long-term-equity-fund-direct-growth,Deere & Company Ltd. (USA),Automobile,5.6
axis-long-term-equity-fund-direct-growth,Sociedad Quimica y Minera de Chile SA,Chemicals,4.5
axis-long-term-equity-fund-direct-growth,Tyson Foods,Consumer Staples,4.4
axis-long-term-equity-fund-direct-growth,Ingredion INC (USA),Consumer Staples,4.3
navi-large-cap-equity-fund-direct-growth,Nutrien Ltd.,Chemicals,10.0
navi-large-cap-equity-fund-direct-growth,CF Industries Holdings Inc (US),Chemicals,9.3
navi-large-cap-equity-fund-direct-growth,Israel Chemicals (Foreign),Chemicals,7.4
navi-large-cap-equity-fund-direct-growth,Bunge Ltd. (US),Consumer Staples,7.4
navi-large-cap-equity-fund-direct-growth,Archer Daniels Midland Co. Ltd. (Chicago),Consumer Staples,7.4
navi-large-cap-equity-fund-direct-growth,Mosaic Company Ltd.,Chemicals,7.2
navi-large-cap-equity-fund-direct-growth,Deere & Company Ltd. (USA),Automobile,5.6
navi-large-cap-equity-fund-direct-growth,Sociedad Quimica y Minera de Chile SA,Chemicals,4.5
navi-large-cap-equity-fund-direct-growth,Tyson Foods,Consumer Staples,4.4
navi-large-cap-equity-fund-direct-growth,Ingredion INC (USA),Consumer Staples,4.3
motilal-oswal-most-focused-25-fund-direct-growth,Nutrien Ltd.,Chemicals,10.0
motilal-oswal-most-focused-25-fund-direct-growth,CF Industries Holdings Inc (US),Chemicals,9.3
motilal-oswal-most-focused-25-fund-direct-growth,Israel Chemicals (Foreign),Chemicals,7.4
motilal-oswal-most-focused-25-fund-direct-growth,Bunge Ltd. (US),Consumer Staples,7.4
motilal-oswal-most-focused-25-fund-direct-growth,Archer Daniels Midland Co. Ltd. (Chicago),Consumer Staples,7.4
motilal-oswal-most-focused-25-fund-direct-growth,Mosaic Company Ltd.,Chemicals,7.2
motilal-oswal-most-focused-25-fund-direct-growth,Deere & Company Ltd. (USA),Automobile,5.6
motilal-oswal-most-focused-25-fund-direct-growth,Sociedad Quimica y Minera de Chile SA,Chemicals,4.5
motilal-oswal-most-focused-25-fund-direct-growth,Tyson Foods,Consumer Staples,4.4
motilal-oswal-most-focused-25-fund-direct-growth,Ingredion INC (USA),Consumer Staples,4.3
idbi-equity-advantage-fund-direct-growth,Nutrien Ltd.,Chemicals,10.0
idbi-equity-advantage-fund-direct-growth,CF Industries Holdings Inc (US),Chemicals,9.3
idbi-equity-advantage-fund-direct-growth,Israel Chemicals (Foreign),Chemicals,7.4
idbi-equity-advantage-fund-direct-growth,Bunge Ltd. (US),Consumer Staples,7.4
idbi-equity-advantage-fund-direct-growth,Archer Daniels Midland Co. Ltd. (Chicago),Consumer Staples,7.4
idbi-equity-advantage-fund-direct-growth,Mosaic Company Ltd.,Chemicals,7.2
idbi-equity-advantage-fund-direct-growth,Deere & Company Ltd. (USA),Automobile,5.6
idbi-equity-advantage-fund-direct-growth,Sociedad Quimica y Minera de Chile SA,Chemicals,4.5
idbi-equity-advantage-fund-direct-growth,Tyson Foods,Consumer Staples,4.4
idbi-equity-advantage-fund-direct-growth,Ingredion INC (USA),Consumer Staples,4.3
franklin-india-opportunities-fund-direct-growth,Nutrien Ltd.,Chemicals,10.0
franklin-india-opportunities-fund-direct-growth,CF Industries Holdings Inc (US),Chemicals,9.3
franklin-india-opportunities-fund-direct-growth,Israel Chemicals (Foreign),Chemicals,7.4
franklin-india-opportunities-fund-direct-growth,Bunge Ltd. (US),Consumer Staples,7.4
franklin-india-opportunities-fund-direct-growth,Archer Daniels Midland Co. Ltd. (Chicago),Consumer Staples,7.4
franklin-india-opportunities-fund-direct-growth,Mosaic Company Ltd.,Chemicals,7.2
franklin-india-opportunities-fund-direct-growth,Deere & Company Ltd. (USA),Automobile,5.6
franklin-india-opportunities-fund-direct-growth,Sociedad Quimica y Minera de Chile SA,Chemicals,4.5
franklin-india-opportunities-fund-direct-growth,Tyson Foods,Consumer Staples,4.4
franklin-india-opportunities-fund-direct-growth,Ingredion INC (USA),Consumer Staples,4.3
icici-prudential-fmcg-direct-growth,Nutrien Ltd.,Chemicals,10.0
icici-prudential-fmcg-direct-growth,CF Industries Holdings Inc (US),Chemicals,9.3
icici-prudential-fmcg-direct-growth,Israel Chemicals (Foreign),Chemicals,7.4
icici-prudential-fmcg-direct-growth,Bunge Ltd. (US),Consumer Staples,7.4
icici-prudential-fmcg-direct-growth,Archer Daniels Midland Co. Ltd. (Chicago),Consumer Staples,7.4
icici-prudential-fmcg-direct-growth,Mosaic Company Ltd.,Chemicals,7.2
icici-prudential-fmcg-direct-growth,Deere & Company Ltd. (USA),Automobile,5.6
icici-prudential-fmcg-direct-growth,Sociedad Quimica y Minera de Chile SA,Chemicals,4.5
icici-prudential-fmcg-direct-growth,Tyson Foods,Consumer Staples,4.4
icici-prudential-fmcg-direct-growth,Ingredion INC (USA),Consumer Staples,4.3
kotak-select-focus-fund-direct-growth,ICICI Bank Ltd.,Financial,8.8
kotak-select-focus-fund-direct-growth,Infosys Ltd.,Technology,8.2
kotak-select-focus-fund-direct-growth,Reliance Industries Ltd.,Energy,6.4
kotak-select-focus-fund-direct-growth,SRF Ltd.,Diversified,5.8
kotak-select-focus-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
kotak-select-focus-fund-direct-growth,Ultratech Cement Ltd.,Construction,5.1
kotak-select-focus-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
kotak-select-focus-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
kotak-select-focus-fund-direct-growth,State Bank of India,Financial,4.2
kotak-select-focus-fund-direct-growth,Axis Bank Ltd.,Financial,3.9
hdfc-capital-builder-fund-direct-growth,ICICI Bank Ltd.,Financial,8.8
hdfc-capital-builder-fund-direct-growth,Infosys Ltd.,Technology,8.2
hdfc-capital-builder-fund-direct-growth,Reliance Industries Ltd.,Energy,6.4
hdfc-capital-builder-fund-direct-growth,SRF Ltd.,Diversified,5.8
hdfc-capital-builder-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
hdfc-capital-builder-fund-direct-growth,Ultratech Cement Ltd.,Construction,5.1
hdfc-capital-builder-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
hdfc-capital-builder-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
hdfc-capital-builder-fund-direct-growth,State Bank of India,Financial,4.2
hdfc-capital-builder-fund-direct-growth,Axis Bank Ltd.,Financial,3.9
idfc-imperial-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,8.8
idfc-imperial-equity-fund-direct-growth,Infosys Ltd.,Technology,8.2
idfc-imperial-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,6.4
idfc-imperial-equity-fund-direct-growth,SRF Ltd.,Diversified,5.8
idfc-imperial-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
idfc-imperial-equity-fund-direct-growth,Ultratech Cement Ltd.,Construction,5.1
idfc-imperial-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
idfc-imperial-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
idfc-imperial-equity-fund-direct-growth,State Bank of India,Financial,4.2
idfc-imperial-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.9
hsbc-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,8.8
hsbc-equity-fund-direct-growth,Infosys Ltd.,Technology,8.2
hsbc-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,6.4
hsbc-equity-fund-direct-growth,SRF Ltd.,Diversified,5.8
hsbc-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
hsbc-equity-fund-direct-growth,Ultratech Cement Ltd.,Construction,5.1
hsbc-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
hsbc-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
hsbc-equity-fund-direct-growth,State Bank of India,Financial,4.2
hsbc-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.9
l-t-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,8.8
l-t-equity-fund-direct-growth,Infosys Ltd.,Technology,8.2
l-t-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,6.4
l-t-equity-fund-direct-growth,SRF Ltd.,Diversified,5.8
l-t-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
l-t-equity-fund-direct-growth,Ultratech Cement Ltd.,Construction,5.1
l-t-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
l-t-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
l-t-equity-fund-direct-growth,State Bank of India,Financial,4.2
l-t-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.9
nippon-india-large-cap-fund-direct-growth,ICICI Bank Ltd.,Financial,8.8
nippon-india-large-cap-fund-direct-growth,Infosys Ltd.,Technology,8.2
nippon-india-large-cap-fund-direct-growth,Reliance Industries Ltd.,Energy,6.4
nippon-india-large-cap-fund-direct-growth,SRF Ltd.,Diversified,5.8
nippon-india-large-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
nippon-india-large-cap-fund-direct-growth,Ultratech Cement Ltd.,Construction,5.1
nippon-india-large-cap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
nippon-india-large-cap-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
nippon-india-large-cap-fund-direct-growth,State Bank of India,Financial,4.2
nippon-india-large-cap-fund-direct-growth,Axis Bank Ltd.,Financial,3.9
taurus-taxshield-direct-growth,ICICI Bank Ltd.,Financial,8.8
taurus-taxshield-direct-growth,Infosys Ltd.,Technology,8.2
taurus-taxshield-direct-growth,Reliance Industries Ltd.,Energy,6.4
taurus-taxshield-direct-growth,SRF Ltd.,Diversified,5.8
taurus-taxshield-direct-growth,HDFC Bank Ltd.,Financial,5.4
taurus-taxshield-direct-growth,Ultratech Cement Ltd.,Construction,5.1
taurus-taxshield-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
taurus-taxshield-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
taurus-taxshield-direct-growth,State Bank of India,Financial,4.2
taurus-taxshield-direct-growth,Axis Bank Ltd.,Financial,3.9
jm-equity-direct-growth,ICICI Bank Ltd.,Financial,8.8
jm-equity-direct-growth,Infosys Ltd.,Technology,8.2
jm-equity-direct-growth,Reliance Industries Ltd.,Energy,6.4
jm-equity-direct-growth,SRF Ltd.,Diversified,5.8
jm-equity-direct-growth,HDFC Bank Ltd.,Financial,5.4
jm-equity-direct-growth,Ultratech Cement Ltd.,Construction,5.1
jm-equity-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
jm-equity-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
jm-equity-direct-growth,State Bank of India,Financial,4.2
jm-equity-direct-growth,Axis Bank Ltd.,Financial,3.9
l-t-india-large-cap-fund-direct-growth,ICICI Bank Ltd.,Financial,8.8
l-t-india-large-cap-fund-direct-growth,Infosys Ltd.,Technology,8.2
l-t-india-large-cap-fund-direct-growth,Reliance Industries Ltd.,Energy,6.4
l-t-india-large-cap-fund-direct-growth,SRF Ltd.,Diversified,5.8
l-t-india-large-cap-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
l-t-india-large-cap-fund-direct-growth,Ultratech Cement Ltd.,Construction,5.1
l-t-india-large-cap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
l-t-india-large-cap-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
l-t-india-large-cap-fund-direct-growth,State Bank of India,Financial,4.2
l-t-india-large-cap-fund-direct-growth,Axis Bank Ltd.,Financial,3.9
uti-infrastructure-fund-direct-growth,ICICI Bank Ltd.,Financial,8.8
uti-infrastructure-fund-direct-growth,Infosys Ltd.,Technology,8.2
uti-infrastructure-fund-direct-growth,Reliance Industries Ltd.,Energy,6.4
uti-infrastructure-fund-direct-growth,SRF Ltd.,Diversified,5.8
uti-infrastructure-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
uti-infrastructure-fund-direct-growth,Ultratech Cement Ltd.,Construction,5.1
uti-infrastructure-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
uti-infrastructure-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
uti-infrastructure-fund-direct-growth,State Bank of India,Financial,4.2
uti-infrastructure-fund-direct-growth,Axis Bank Ltd.,Financial,3.9
l-t-tax-advantage-fund-direct-growth,ICICI Bank Ltd.,Financial,8.8
l-t-tax-advantage-fund-direct-growth,Infosys Ltd.,Technology,8.2
l-t-tax-advantage-fund-direct-growth,Reliance Industries Ltd.,Energy,6.4
l-t-tax-advantage-fund-direct-growth,SRF Ltd.,Diversified,5.8
l-t-tax-advantage-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
l-t-tax-advantage-fund-direct-growth,Ultratech Cement Ltd.,Construction,5.1
l-t-tax-advantage-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
l-t-tax-advantage-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
l-t-tax-advantage-fund-direct-growth,State Bank of India,Financial,4.2
l-t-tax-advantage-fund-direct-growth,Axis Bank Ltd.,Financial,3.9
mahindra-rural-bharat-and-consumption-yojana-direct-growth,ICICI Bank Ltd.,Financial,8.8
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Infosys Ltd.,Technology,8.2
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Reliance Industries Ltd.,Energy,6.4
mahindra-rural-bharat-and-consumption-yojana-direct-growth,SRF Ltd.,Diversified,5.8
mahindra-rural-bharat-and-consumption-yojana-direct-growth,HDFC Bank Ltd.,Financial,5.4
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Ultratech Cement Ltd.,Construction,5.1
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
mahindra-rural-bharat-and-consumption-yojana-direct-growth,State Bank of India,Financial,4.2
mahindra-rural-bharat-and-consumption-yojana-direct-growth,Axis Bank Ltd.,Financial,3.9
birla-sun-life-pure-value-fund-direct-growth,ICICI Bank Ltd.,Financial,8.8
birla-sun-life-pure-value-fund-direct-growth,Infosys Ltd.,Technology,8.2
birla-sun-life-pure-value-fund-direct-growth,Reliance Industries Ltd.,Energy,6.4
birla-sun-life-pure-value-fund-direct-growth,SRF Ltd.,Diversified,5.8
birla-sun-life-pure-value-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
birla-sun-life-pure-value-fund-direct-growth,Ultratech Cement Ltd.,Construction,5.1
birla-sun-life-pure-value-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
birla-sun-life-pure-value-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
birla-sun-life-pure-value-fund-direct-growth,State Bank of India,Financial,4.2
birla-sun-life-pure-value-fund-direct-growth,Axis Bank Ltd.,Financial,3.9
hdfc-taxsaver-direct-growth,ICICI Bank Ltd.,Financial,8.8
hdfc-taxsaver-direct-growth,Infosys Ltd.,Technology,8.2
hdfc-taxsaver-direct-growth,Reliance Industries Ltd.,Energy,6.4
hdfc-taxsaver-direct-growth,SRF Ltd.,Diversified,5.8
hdfc-taxsaver-direct-growth,HDFC Bank Ltd.,Financial,5.4
hdfc-taxsaver-direct-growth,Ultratech Cement Ltd.,Construction,5.1
hdfc-taxsaver-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
hdfc-taxsaver-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
hdfc-taxsaver-direct-growth,State Bank of India,Financial,4.2
hdfc-taxsaver-direct-growth,Axis Bank Ltd.,Financial,3.9
navi-elss-tax-saver-fund-direct-growth,ICICI Bank Ltd.,Financial,8.8
navi-elss-tax-saver-fund-direct-growth,Infosys Ltd.,Technology,8.2
navi-elss-tax-saver-fund-direct-growth,Reliance Industries Ltd.,Energy,6.4
navi-elss-tax-saver-fund-direct-growth,SRF Ltd.,Diversified,5.8
navi-elss-tax-saver-fund-direct-growth,HDFC Bank Ltd.,Financial,5.4
navi-elss-tax-saver-fund-direct-growth,Ultratech Cement Ltd.,Construction,5.1
navi-elss-tax-saver-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.6
navi-elss-tax-saver-fund-direct-growth,Larsen & Toubro Ltd.,Construction,4.4
navi-elss-tax-saver-fund-direct-growth,State Bank of India,Financial,4.2
navi-elss-tax-saver-fund-direct-growth,Axis Bank Ltd.,Financial,3.9
indiabulls-tax-savings-fund-direct-growth,Indiabulls Nifty 50 Exchange Traded Fund - Growth,Financial,13.1
indiabulls-tax-savings-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
indiabulls-tax-savings-fund-direct-growth,HDFC Bank Ltd.,Financial,6.8
indiabulls-tax-savings-fund-direct-growth,Infosys Ltd.,Technology,6.2
indiabulls-tax-savings-fund-direct-growth,ICICI Bank Ltd.,Financial,6.1
indiabulls-tax-savings-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
indiabulls-tax-savings-fund-direct-growth,State Bank of India,Financial,4.1
indiabulls-tax-savings-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.7
indiabulls-tax-savings-fund-direct-growth,Bharti Airtel Ltd.,Communication,2.8
indiabulls-tax-savings-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,2.7
idfc-premier-equity-fund-direct-growth,Indiabulls Nifty 50 Exchange Traded Fund - Growth,Financial,13.1
idfc-premier-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
idfc-premier-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,6.8
idfc-premier-equity-fund-direct-growth,Infosys Ltd.,Technology,6.2
idfc-premier-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,6.1
idfc-premier-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
idfc-premier-equity-fund-direct-growth,State Bank of India,Financial,4.1
idfc-premier-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.7
idfc-premier-equity-fund-direct-growth,Bharti Airtel Ltd.,Communication,2.8
idfc-premier-equity-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,2.7
dsp-blackrock-focus-25-fund-direct-growth,Indiabulls Nifty 50 Exchange Traded Fund - Growth,Financial,13.1
dsp-blackrock-focus-25-fund-direct-growth,Reliance Industries Ltd.,Energy,8.2
dsp-blackrock-focus-25-fund-direct-growth,HDFC Bank Ltd.,Financial,6.8
dsp-blackrock-focus-25-fund-direct-growth,Infosys Ltd.,Technology,6.2
dsp-blackrock-focus-25-fund-direct-growth,ICICI Bank Ltd.,Financial,6.1
dsp-blackrock-focus-25-fund-direct-growth,Larsen & Toubro Ltd.,Construction,5.0
dsp-blackrock-focus-25-fund-direct-growth,State Bank of India,Financial,4.1
dsp-blackrock-focus-25-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,3.7
dsp-blackrock-focus-25-fund-direct-growth,Bharti Airtel Ltd.,Communication,2.8
dsp-blackrock-focus-25-fund-direct-growth,Kotak Mahindra Bank Ltd.,Financial,2.7
pgim-india-large-cap-fund-direct-plan-growth,Indiabulls Nifty 50 Exchange Traded Fund - Growth,Financial,13.1
pgim-india-large-cap-fund-direct-plan-growth,Reliance Industries Ltd.,Energy,8.2
pgim-india-large-cap-fund-direct-plan-growth,HDFC Bank Ltd.,Financial,6.8
pgim-india-large-cap-fund-direct-plan-growth,Infosys Ltd.,Technology,6.2
pgim-india-large-cap-fund-direct-plan-growth,ICICI Bank Ltd.,Financial,6.1
pgim-india-large-cap-fund-direct-plan-growth,Larsen & Toubro Ltd.,Construction,5.0
pgim-india-large-cap-fund-direct-plan-growth,State Bank of India,Financial,4.1
pgim-india-large-cap-fund-direct-plan-growth,Tata Consultancy Services Ltd.,Technology,3.7
pgim-india-large-cap-fund-direct-plan-growth,Bharti Airtel Ltd.,Communication,2.8
