Fund-name,invested-firm,industry,percentage
icici-prudential-us-bluechip-equity-fund-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
shriram-multicap-fund-direct-growth,Reliance Industries Ltd.,Energy,9.2
shriram-multicap-fund-direct-growth,ICICI Bank Ltd.,Financial,8.7
shriram-multicap-fund-direct-growth,HDFC Bank Ltd.,Financial,6.9
shriram-multicap-fund-direct-growth,Infosys Ltd.,Technology,6.5
shriram-multicap-fund-direct-growth,State Bank of India,Financial,5.3
shriram-multicap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
shriram-multicap-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
shriram-multicap-fund-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
shriram-multicap-fund-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
shriram-multicap-fund-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
tata-flexicap-fund-direct-growth,Reliance Industries Ltd.,Energy,9.2
tata-flexicap-fund-direct-growth,ICICI Bank Ltd.,Financial,8.7
tata-flexicap-fund-direct-growth,HDFC Bank Ltd.,Financial,6.9
tata-flexicap-fund-direct-growth,Infosys Ltd.,Technology,6.5
tata-flexicap-fund-direct-growth,State Bank of India,Financial,5.3
tata-flexicap-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
tata-flexicap-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
tata-flexicap-fund-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
tata-flexicap-fund-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
tata-flexicap-fund-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
hsbc-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,9.2
hsbc-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,8.7
hsbc-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,6.9
hsbc-equity-fund-direct-growth,Infosys Ltd.,Technology,6.5
hsbc-equity-fund-direct-growth,State Bank of India,Financial,5.3
hsbc-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
hsbc-equity-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
hsbc-equity-fund-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
hsbc-equity-fund-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
hsbc-equity-fund-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
navi-elss-tax-saver-fund-direct-growth,Reliance Industries Ltd.,Energy,9.2
navi-elss-tax-saver-fund-direct-growth,ICICI Bank Ltd.,Financial,8.7
navi-elss-tax-saver-fund-direct-growth,HDFC Bank Ltd.,Financial,6.9
navi-elss-tax-saver-fund-direct-growth,Infosys Ltd.,Technology,6.5
navi-elss-tax-saver-fund-direct-growth,State Bank of India,Financial,5.3
navi-elss-tax-saver-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
navi-elss-tax-saver-fund-direct-growth,Axis Bank Ltd.,Financial,3.8
navi-elss-tax-saver-fund-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
navi-elss-tax-saver-fund-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
navi-elss-tax-saver-fund-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
motilal-oswal-nasdaq-100-fof-direct-growth,Reliance Industries Ltd.,Energy,9.2
motilal-oswal-nasdaq-100-fof-direct-growth,ICICI Bank Ltd.,Financial,8.7
motilal-oswal-nasdaq-100-fof-direct-growth,HDFC Bank Ltd.,Financial,6.9
motilal-oswal-nasdaq-100-fof-direct-growth,Infosys Ltd.,Technology,6.5
motilal-oswal-nasdaq-100-fof-direct-growth,State Bank of India,Financial,5.3
motilal-oswal-nasdaq-100-fof-direct-growth,Tata Consultancy Services Ltd.,Technology,4.5
motilal-oswal-nasdaq-100-fof-direct-growth,Axis Bank Ltd.,Financial,3.8
motilal-oswal-nasdaq-100-fof-direct-growth,Solar Industries India Ltd.,Chemicals,2.9
motilal-oswal-nasdaq-100-fof-direct-growth,Larsen & Toubro Ltd.,Construction,2.6
motilal-oswal-nasdaq-100-fof-direct-growth,Adani Ports and Special Economic Zone Ltd.,Services,2.5
uti-retirement-benefit-pension-fund-rbp-direct,GOI,Sovereign,9.3
uti-retirement-benefit-pension-fund-rbp-direct,GOI,Sovereign,4.3
uti-retirement-benefit-pension-fund-rbp-direct,HDFC Bank Ltd.,Financial,3.4
uti-retirement-benefit-pension-fund-rbp-direct,GOI,Sovereign,3.2
uti-retirement-benefit-pension-fund-rbp-direct,ICICI Bank Ltd.,Financial,3.1
uti-retirement-benefit-pension-fund-rbp-direct,GOI,Sovereign,2.7
uti-retirement-benefit-pension-fund-rbp-direct,Infosys Ltd.,Technology,2.3
uti-retirement-benefit-pension-fund-rbp-direct,Tamilnadu State,Others,2.2
uti-retirement-benefit-pension-fund-rbp-direct,State Bank of India,Financial,2.1
uti-retirement-benefit-pension-fund-rbp-direct,GOI,Sovereign,2.0
sundaram-financial-services-opportunities-fund-direct-growth,GOI,Sovereign,9.3
sundaram-financial-services-opportunities-fund-direct-growth,GOI,Sovereign,4.3
sundaram-financial-services-opportunities-fund-direct-growth,HDFC Bank Ltd.,Financial,3.4
sundaram-financial-services-opportunities-fund-direct-growth,GOI,Sovereign,3.2
sundaram-financial-services-opportunities-fund-direct-growth,ICICI Bank Ltd.,Financial,3.1
sundaram-financial-services-opportunities-fund-direct-growth,GOI,Sovereign,2.7
sundaram-financial-services-opportunities-fund-direct-growth,Infosys Ltd.,Technology,2.3
sundaram-financial-services-opportunities-fund-direct-growth,Tamilnadu State,Others,2.2
sundaram-financial-services-opportunities-fund-direct-growth,State Bank of India,Financial,2.1
sundaram-financial-services-opportunities-fund-direct-growth,GOI,Sovereign,2.0
nippon-india-banking-financial-services-fund-direct-growth,GOI,Sovereign,9.3
nippon-india-banking-financial-services-fund-direct-growth,GOI,Sovereign,4.3
nippon-india-banking-financial-services-fund-direct-growth,HDFC Bank Ltd.,Financial,3.4
nippon-india-banking-financial-services-fund-direct-growth,GOI,Sovereign,3.2
nippon-india-banking-financial-services-fund-direct-growth,ICICI Bank Ltd.,Financial,3.1
nippon-india-banking-financial-services-fund-direct-growth,GOI,Sovereign,2.7
nippon-india-banking-financial-services-fund-direct-growth,Infosys Ltd.,Technology,2.3
nippon-india-banking-financial-services-fund-direct-growth,Tamilnadu State,Others,2.2
nippon-india-banking-financial-services-fund-direct-growth,State Bank of India,Financial,2.1
nippon-india-banking-financial-services-fund-direct-growth,GOI,Sovereign,2.0
indiabulls-tax-savings-fund-direct-growth,GOI,Sovereign,9.3
indiabulls-tax-savings-fund-direct-growth,GOI,Sovereign,4.3
indiabulls-tax-savings-fund-direct-growth,HDFC Bank Ltd.,Financial,3.4
indiabulls-tax-savings-fund-direct-growth,GOI,Sovereign,3.2
indiabulls-tax-savings-fund-direct-growth,ICICI Bank Ltd.,Financial,3.1
indiabulls-tax-savings-fund-direct-growth,GOI,Sovereign,2.7
indiabulls-tax-savings-fund-direct-growth,Infosys Ltd.,Technology,2.3
indiabulls-tax-savings-fund-direct-growth,Tamilnadu State,Others,2.2
indiabulls-tax-savings-fund-direct-growth,State Bank of India,Financial,2.1
indiabulls-tax-savings-fund-direct-growth,GOI,Sovereign,2.0
sbi-magnum-balanced-fund-direct-growth,GOI,Sovereign,9.3
sbi-magnum-balanced-fund-direct-growth,GOI,Sovereign,4.3
sbi-magnum-balanced-fund-direct-growth,HDFC Bank Ltd.,Financial,3.4
sbi-magnum-balanced-fund-direct-growth,GOI,Sovereign,3.2
sbi-magnum-balanced-fund-direct-growth,ICICI Bank Ltd.,Financial,3.1
sbi-magnum-balanced-fund-direct-growth,GOI,Sovereign,2.7
sbi-magnum-balanced-fund-direct-growth,Infosys Ltd.,Technology,2.3
sbi-magnum-balanced-fund-direct-growth,Tamilnadu State,Others,2.2
sbi-magnum-balanced-fund-direct-growth,State Bank of India,Financial,2.1
sbi-magnum-balanced-fund-direct-growth,GOI,Sovereign,2.0
sundaram-rural-india-fund-direct-growth,GOI,Sovereign,9.3
sundaram-rural-india-fund-direct-growth,GOI,Sovereign,4.3
sundaram-rural-india-fund-direct-growth,HDFC Bank Ltd.,Financial,3.4
sundaram-rural-india-fund-direct-growth,GOI,Sovereign,3.2
sundaram-rural-india-fund-direct-growth,ICICI Bank Ltd.,Financial,3.1
sundaram-rural-india-fund-direct-growth,GOI,Sovereign,2.7
sundaram-rural-india-fund-direct-growth,Infosys Ltd.,Technology,2.3
sundaram-rural-india-fund-direct-growth,Tamilnadu State,Others,2.2
sundaram-rural-india-fund-direct-growth,State Bank of India,Financial,2.1
sundaram-rural-india-fund-direct-growth,GOI,Sovereign,2.0
dsp-blackrock-balanced-fund-direct-growth,GOI,Sovereign,9.3
dsp-blackrock-balanced-fund-direct-growth,GOI,Sovereign,4.3
dsp-blackrock-balanced-fund-direct-growth,HDFC Bank Ltd.,Financial,3.4
dsp-blackrock-balanced-fund-direct-growth,GOI,Sovereign,3.2
dsp-blackrock-balanced-fund-direct-growth,ICICI Bank Ltd.,Financial,3.1
dsp-blackrock-balanced-fund-direct-growth,GOI,Sovereign,2.7
dsp-blackrock-balanced-fund-direct-growth,Infosys Ltd.,Technology,2.3
dsp-blackrock-balanced-fund-direct-growth,Tamilnadu State,Others,2.2
dsp-blackrock-balanced-fund-direct-growth,State Bank of India,Financial,2.1
dsp-blackrock-balanced-fund-direct-growth,GOI,Sovereign,2.0
idfc-premier-equity-fund-direct-growth,GOI,Sovereign,9.3
idfc-premier-equity-fund-direct-growth,GOI,Sovereign,4.3
idfc-premier-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,3.4
idfc-premier-equity-fund-direct-growth,GOI,Sovereign,3.2
idfc-premier-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,3.1
idfc-premier-equity-fund-direct-growth,GOI,Sovereign,2.7
idfc-premier-equity-fund-direct-growth,Infosys Ltd.,Technology,2.3
idfc-premier-equity-fund-direct-growth,Tamilnadu State,Others,2.2
idfc-premier-equity-fund-direct-growth,State Bank of India,Financial,2.1
idfc-premier-equity-fund-direct-growth,GOI,Sovereign,2.0
navi-large-cap-equity-fund-direct-growth,GOI,Sovereign,9.3
navi-large-cap-equity-fund-direct-growth,GOI,Sovereign,4.3
navi-large-cap-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,3.4
navi-large-cap-equity-fund-direct-growth,GOI,Sovereign,3.2
navi-large-cap-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,3.1
navi-large-cap-equity-fund-direct-growth,GOI,Sovereign,2.7
navi-large-cap-equity-fund-direct-growth,Infosys Ltd.,Technology,2.3
navi-large-cap-equity-fund-direct-growth,Tamilnadu State,Others,2.2
navi-large-cap-equity-fund-direct-growth,State Bank of India,Financial,2.1
navi-large-cap-equity-fund-direct-growth,GOI,Sovereign,2.0
idbi-prudence-fund-direct-growth,GOI,Sovereign,9.3
idbi-prudence-fund-direct-growth,GOI,Sovereign,4.3
idbi-prudence-fund-direct-growth,HDFC Bank Ltd.,Financial,3.4
idbi-prudence-fund-direct-growth,GOI,Sovereign,3.2
idbi-prudence-fund-direct-growth,ICICI Bank Ltd.,Financial,3.1
idbi-prudence-fund-direct-growth,GOI,Sovereign,2.7
idbi-prudence-fund-direct-growth,Infosys Ltd.,Technology,2.3
idbi-prudence-fund-direct-growth,Tamilnadu State,Others,2.2
idbi-prudence-fund-direct-growth,State Bank of India,Financial,2.1
idbi-prudence-fund-direct-growth,GOI,Sovereign,2.0
birla-sun-life-financial-planning-fof-prudent-direct-growth,GOI,Sovereign,9.3
birla-sun-life-financial-planning-fof-prudent-direct-growth,GOI,Sovereign,4.3
birla-sun-life-financial-planning-fof-prudent-direct-growth,HDFC Bank Ltd.,Financial,3.4
birla-sun-life-financial-planning-fof-prudent-direct-growth,GOI,Sovereign,3.2
birla-sun-life-financial-planning-fof-prudent-direct-growth,ICICI Bank Ltd.,Financial,3.1
birla-sun-life-financial-planning-fof-prudent-direct-growth,GOI,Sovereign,2.7
birla-sun-life-financial-planning-fof-prudent-direct-growth,Infosys Ltd.,Technology,2.3
birla-sun-life-financial-planning-fof-prudent-direct-growth,Tamilnadu State,Others,2.2
birla-sun-life-financial-planning-fof-prudent-direct-growth,State Bank of India,Financial,2.1
birla-sun-life-financial-planning-fof-prudent-direct-growth,GOI,Sovereign,2.0
hsbc-elss-fund-direct-growth,GOI,Sovereign,9.3
hsbc-elss-fund-direct-growth,GOI,Sovereign,4.3
hsbc-elss-fund-direct-growth,HDFC Bank Ltd.,Financial,3.4
hsbc-elss-fund-direct-growth,GOI,Sovereign,3.2
hsbc-elss-fund-direct-growth,ICICI Bank Ltd.,Financial,3.1
hsbc-elss-fund-direct-growth,GOI,Sovereign,2.7
hsbc-elss-fund-direct-growth,Infosys Ltd.,Technology,2.3
hsbc-elss-fund-direct-growth,Tamilnadu State,Others,2.2
hsbc-elss-fund-direct-growth,State Bank of India,Financial,2.1
hsbc-elss-fund-direct-growth,GOI,Sovereign,2.0
franklin-india-dynamic-pe-ratio-fof-direct-growth,GOI,Sovereign,9.3
franklin-india-dynamic-pe-ratio-fof-direct-growth,GOI,Sovereign,4.3
franklin-india-dynamic-pe-ratio-fof-direct-growth,HDFC Bank Ltd.,Financial,3.4
franklin-india-dynamic-pe-ratio-fof-direct-growth,GOI,Sovereign,3.2
franklin-india-dynamic-pe-ratio-fof-direct-growth,ICICI Bank Ltd.,Financial,3.1
franklin-india-dynamic-pe-ratio-fof-direct-growth,GOI,Sovereign,2.7
franklin-india-dynamic-pe-ratio-fof-direct-growth,Infosys Ltd.,Technology,2.3
franklin-india-dynamic-pe-ratio-fof-direct-growth,Tamilnadu State,Others,2.2
franklin-india-dynamic-pe-ratio-fof-direct-growth,State Bank of India,Financial,2.1
franklin-india-dynamic-pe-ratio-fof-direct-growth,GOI,Sovereign,2.0
mahindra-dhan-sanchay-yojana-direct-growth,GOI,Sovereign,9.3
mahindra-dhan-sanchay-yojana-direct-growth,GOI,Sovereign,4.3
mahindra-dhan-sanchay-yojana-direct-growth,HDFC Bank Ltd.,Financial,3.4
mahindra-dhan-sanchay-yojana-direct-growth,GOI,Sovereign,3.2
mahindra-dhan-sanchay-yojana-direct-growth,ICICI Bank Ltd.,Financial,3.1
mahindra-dhan-sanchay-yojana-direct-growth,GOI,Sovereign,2.7
mahindra-dhan-sanchay-yojana-direct-growth,Infosys Ltd.,Technology,2.3
mahindra-dhan-sanchay-yojana-direct-growth,Tamilnadu State,Others,2.2
mahindra-dhan-sanchay-yojana-direct-growth,State Bank of India,Financial,2.1
mahindra-dhan-sanchay-yojana-direct-growth,GOI,Sovereign,2.0
idbi-equity-advantage-fund-direct-growth,GOI,Sovereign,9.3
idbi-equity-advantage-fund-direct-growth,GOI,Sovereign,4.3
idbi-equity-advantage-fund-direct-growth,HDFC Bank Ltd.,Financial,3.4
idbi-equity-advantage-fund-direct-growth,GOI,Sovereign,3.2
idbi-equity-advantage-fund-direct-growth,ICICI Bank Ltd.,Financial,3.1
idbi-equity-advantage-fund-direct-growth,GOI,Sovereign,2.7
idbi-equity-advantage-fund-direct-growth,Infosys Ltd.,Technology,2.3
idbi-equity-advantage-fund-direct-growth,Tamilnadu State,Others,2.2
idbi-equity-advantage-fund-direct-growth,State Bank of India,Financial,2.1
idbi-equity-advantage-fund-direct-growth,GOI,Sovereign,2.0
union-balanced-advantage-fund-direct-growth,ICICI Bank Ltd.,Financial,4.2
union-balanced-advantage-fund-direct-growth,HDFC Bank Ltd.,Financial,4.2
union-balanced-advantage-fund-direct-growth,Reliance Industries Ltd.,Energy,4.1
union-balanced-advantage-fund-direct-growth,State Bank of India,Financial,3.8
union-balanced-advantage-fund-direct-growth,Union Liquid Direct,Financial,3.3
union-balanced-advantage-fund-direct-growth,Infosys Ltd.,Technology,2.8
union-balanced-advantage-fund-direct-growth,Reserve Bank of India,Financial,2.8
union-balanced-advantage-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.3
union-balanced-advantage-fund-direct-growth,Axis Bank Ltd.,Financial,2.3
union-balanced-advantage-fund-direct-growth,Reserve Bank of India,Financial,2.3
icici-prudential-balanced-advantage-fund-direct-growth,ICICI Bank Ltd.,Financial,4.2
icici-prudential-balanced-advantage-fund-direct-growth,HDFC Bank Ltd.,Financial,4.2
icici-prudential-balanced-advantage-fund-direct-growth,Reliance Industries Ltd.,Energy,4.1
icici-prudential-balanced-advantage-fund-direct-growth,State Bank of India,Financial,3.8
icici-prudential-balanced-advantage-fund-direct-growth,Union Liquid Direct,Financial,3.3
icici-prudential-balanced-advantage-fund-direct-growth,Infosys Ltd.,Technology,2.8
icici-prudential-balanced-advantage-fund-direct-growth,Reserve Bank of India,Financial,2.8
icici-prudential-balanced-advantage-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.3
icici-prudential-balanced-advantage-fund-direct-growth,Axis Bank Ltd.,Financial,2.3
icici-prudential-balanced-advantage-fund-direct-growth,Reserve Bank of India,Financial,2.3
hsbc-managed-solutions-india-moderate-direct-growth,ICICI Bank Ltd.,Financial,4.2
hsbc-managed-solutions-india-moderate-direct-growth,HDFC Bank Ltd.,Financial,4.2
hsbc-managed-solutions-india-moderate-direct-growth,Reliance Industries Ltd.,Energy,4.1
hsbc-managed-solutions-india-moderate-direct-growth,State Bank of India,Financial,3.8
hsbc-managed-solutions-india-moderate-direct-growth,Union Liquid Direct,Financial,3.3
hsbc-managed-solutions-india-moderate-direct-growth,Infosys Ltd.,Technology,2.8
hsbc-managed-solutions-india-moderate-direct-growth,Reserve Bank of India,Financial,2.8
hsbc-managed-solutions-india-moderate-direct-growth,Tata Consultancy Services Ltd.,Technology,2.3
hsbc-managed-solutions-india-moderate-direct-growth,Axis Bank Ltd.,Financial,2.3
hsbc-managed-solutions-india-moderate-direct-growth,Reserve Bank of India,Financial,2.3
iti-long-term-equity-fund-direct-growth,ICICI Bank Ltd.,Financial,4.2
iti-long-term-equity-fund-direct-growth,HDFC Bank Ltd.,Financial,4.2
iti-long-term-equity-fund-direct-growth,Reliance Industries Ltd.,Energy,4.1
iti-long-term-equity-fund-direct-growth,State Bank of India,Financial,3.8
iti-long-term-equity-fund-direct-growth,Union Liquid Direct,Financial,3.3
iti-long-term-equity-fund-direct-growth,Infosys Ltd.,Technology,2.8
iti-long-term-equity-fund-direct-growth,Reserve Bank of India,Financial,2.8
iti-long-term-equity-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.3
iti-long-term-equity-fund-direct-growth,Axis Bank Ltd.,Financial,2.3
iti-long-term-equity-fund-direct-growth,Reserve Bank of India,Financial,2.3
nippon-india-balanced-advantage-fund-direct-growth,ICICI Bank Ltd.,Financial,4.2
nippon-india-balanced-advantage-fund-direct-growth,HDFC Bank Ltd.,Financial,4.2
nippon-india-balanced-advantage-fund-direct-growth,Reliance Industries Ltd.,Energy,4.1
nippon-india-balanced-advantage-fund-direct-growth,State Bank of India,Financial,3.8
nippon-india-balanced-advantage-fund-direct-growth,Union Liquid Direct,Financial,3.3
nippon-india-balanced-advantage-fund-direct-growth,Infosys Ltd.,Technology,2.8
nippon-india-balanced-advantage-fund-direct-growth,Reserve Bank of India,Financial,2.8
nippon-india-balanced-advantage-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.3
nippon-india-balanced-advantage-fund-direct-growth,Axis Bank Ltd.,Financial,2.3
nippon-india-balanced-advantage-fund-direct-growth,Reserve Bank of India,Financial,2.3
axis-gold-fund-direct-growth,ICICI Bank Ltd.,Financial,4.2
axis-gold-fund-direct-growth,HDFC Bank Ltd.,Financial,4.2
axis-gold-fund-direct-growth,Reliance Industries Ltd.,Energy,4.1
axis-gold-fund-direct-growth,State Bank of India,Financial,3.8
axis-gold-fund-direct-growth,Union Liquid Direct,Financial,3.3
axis-gold-fund-direct-growth,Infosys Ltd.,Technology,2.8
axis-gold-fund-direct-growth,Reserve Bank of India,Financial,2.8
axis-gold-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.3
axis-gold-fund-direct-growth,Axis Bank Ltd.,Financial,2.3
axis-gold-fund-direct-growth,Reserve Bank of India,Financial,2.3
hdfc-gold-fund-direct-growth,ICICI Bank Ltd.,Financial,4.2
hdfc-gold-fund-direct-growth,HDFC Bank Ltd.,Financial,4.2
hdfc-gold-fund-direct-growth,Reliance Industries Ltd.,Energy,4.1
hdfc-gold-fund-direct-growth,State Bank of India,Financial,3.8
hdfc-gold-fund-direct-growth,Union Liquid Direct,Financial,3.3
hdfc-gold-fund-direct-growth,Infosys Ltd.,Technology,2.8
hdfc-gold-fund-direct-growth,Reserve Bank of India,Financial,2.8
hdfc-gold-fund-direct-growth,Tata Consultancy Services Ltd.,Technology,2.3
